FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106361318,SAN ANTONIO REGIONAL HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,San Bernardino,12,1207,Non-Profit,General,Comparable,,909-985-2811,999 SAN BERNARDINO ROAD,UPLAND,91786-4920,JOHN CHAPMAN,PRESIDENT,WWW.SARH.ORG,SAN ANTONIO REGIONAL HOSPITAL,TERESA VEGA,SAN ANTONIO REGIONAL HOSPITAL,,05-0099,,ZZT30099F,363,289,232,14189,21428,6711,14176,0,11361,9774,50,623,78312,2707,3993,1231,2968,0,2598,2239,10,131,15877,363,0,0,0,0,0,78312,0,0,0,0,0,15877,0,0,0,0,0,59.1,74.2,4.9,4.9,0,0,0,27134,30072,7861,34660,0,27094,55581,986,6070,189458,79374,22577,0,89410,0,9,402458,364905,3443,3152,1431,615,3087537516,2662842769,563021,425257768,5140937,387853087,42545618,16604887,13771902,0,0,45378603,460529313,400981940,2226026263,365602466,554580209,157006939,310705394,0,237326407,203341210,1442106,17945097,1847949828,193508568,251513276,52046894,225465008,0,227446578,243898667,3411297,42297400,1239587688,497165522,688929419,184501252,475948786,0,0,370680573,364294385,13340290,0,4853403,0,63129139,0,0,0,563021,61945512,117164066,24552581,60221616,0,76752009,83508513,0,1113471,0,0,0,9344089,0,0,86908243,29104427,137347616,0,0,0,0,61186466,13347076,44798477,15160782,139934512,61539608,6609038,19434138,74726472,30622811,13943899,4116500,3732841,5251012,27942256,218634399,162533062,262367487,7400715,78186600,0,729122263,71790799,36169653,140883550,480278261,729122263,24641530,87020263,-20000000,287221093,125353369,431868307,169500820,0,0,143523550,143523550,2640000,5607310,0,1798,701,3282237,567654,3849891,576,0,207348,753883,1067499,24065,292601,512231,315057,0,73990,35563,1081762,336284,806907,0,668506,207010,181768,0,1288201,400418,953893,0,767644,234472,205263,0
106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,7/1/2021,6/30/2022,365,In Process,Excl. Ind. Audit Adj.,San Diego,14,1418,City/County,Psychiatric,LTC Emphasis,,619-692-8200,3853 ROSECRANS STREET,SAN DIEGO,92110,ANGELA WARNEKE,ADMINISTRATOR,WWW.SDCOUNTY.CA.GOV,COUNTY OF SAN DIEGO,NICK ADDLEMAN,"WIPFLI, LLP",,05-4114,,HSP34114F,301,109865,229,836,0,23442,44207,9789,0,0,0,3310,81584,218,0,642,25,523,0,0,0,293,1701,0,109,0,0,192,0,0,19679,0,0,61905,0,0,1665,0,0,36,0,74.3,0.2,48,11.8,0,0,0,208,0,774,1646,2601,0,0,0,0,5229,5229,0,0,0,0,0,0,0,0,0,0,0,112234465,10610725,0,101623740,352428,124352153,-22375985,0,0,0,0,-22375985,95626250,13072500,3535715,1998362,0,27624613,31109415,24896259,0,0,0,13278750,98907399,529588,0,4195395,0,6629334,0,0,0,1972749,13327066,243385,0,3174317,3275309,0,2996580,0,0,921134,0,0,0,0,0,0,0,0,2284565,0,28645691,27834106,28529013,0,0,0,14330365,0,0,0,0,0,0,44876582,23182699,3456973,0,0,0,0,14471692,3158398,32205001,3000808,50321263,19473376,0,22776070,5018644,9449829,3000808,323751,0,0,13988412,5535897,0,122001920,0,1920838,0,129458655,404231,0,33784624,95269800,129458655,0,5535897,0,142983603,10554876,163322114,41320194,0,0,0,33784624,0,0,33784624,573,255,897398,326859,1224257,38,0,86398,87736,176840,47479,294411,46345,106868,18194,11483,21644,474387,127062,6898,0,182098,25366,81587,0,648474,172531,8766,0,248992,36617,108877,0
106190673,SAN DIMAS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,917,Investor,General,Comparable,,909-599-6811,1350 WEST COVINA BLVD,SAN DIMAS,91773,PARRISH SCARBORO,CEO,SANDIMASHOSPITAL.COM,"PRIME HEALTHCARE SERVICES, INC.",JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,,05-0588,HSC30588G,,124,124,40,4367,3998,1195,2549,0,434,1541,0,105,14189,857,786,235,501,0,85,303,0,21,2788,124,0,0,0,0,0,14189,0,0,0,0,0,2788,0,0,0,0,0,31.3,31.3,5.1,5.1,12,650,367,2070,2678,1246,5485,0,2580,4631,0,1329,20019,21447,0,0,7,0,4,53172,81602,573,776,220,153,254070570,195805231,0,58265339,531502,58960433,-163592,3875797,2814835,0,0,897370,39501761,36352397,178216412,42806367,42348292,13511243,30125779,0,7835745,25430069,0,1212825,163270320,8742064,16623666,3754384,22949069,0,10647466,26153086,0,1930515,90800250,40273942,48055393,13297579,43718862,0,0,10040925,37142755,3230831,0,448487,0,-403543,0,0,0,0,10610162,10916565,3968048,9355986,0,8442286,14440400,0,531892,0,0,0,0,0,0,12190456,3242325,14092458,0,0,0,0,8869527,1708364,16601144,2256159,21957139,6957506,1234552,5683622,5723194,6780335,1467578,565823,851532,288982,7450170,30961822,0,18021498,80094,229643,0,49293057,25046567,134072,22155478,1956940,49293057,205250,70536575,-58210310,12325952,26543304,43744161,25722663,0,2521328,0,22756980,601502,10691180,4186089,294,115,599864,44048,643912,171,0,49497,192530,184447,2164,18669,49597,54724,15322,32914,0,202334,46779,126896,0,117716,41682,64457,0,214793,50722,137947,0,126594,43795,70061,0
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,913,Investor,General,Comparable,,626-289-5454,438 WEST LAS TUNAS DRIVE,SAN GABRIEL,91776,PHILLIP COHEN,CEO,,SAN GABRIEL VALLEY MEDICAL CENTER,LINDA MARSH,"AHMC HEALTHCARE, INC.",,05-0132,HSC30132G,ZZT30132G,273,273,152,19347,8417,3581,16828,0,493,5636,10,305,54617,2081,1492,455,1944,0,102,1289,7,107,7477,187,42,0,0,44,0,34296,8514,0,0,11807,0,6986,474,0,0,17,0,54.8,54.8,7.3,5.7,0,0,0,5215,4940,1921,15270,0,916,8736,115,1828,38941,24900,0,0,16146,0,6,189375,174405,1517,2351,1141,375,1001085873,829439566,25929798,197576105,337313,204399660,-6486242,549389,0,800,0,-5937653,238053811,56297263,706734799,239490288,123755428,53428117,201561453,0,12556245,95241516,253479,5154750,731441276,48560342,40411059,11378119,92795300,0,5484612,61844178,431600,8739387,269644597,231004803,150415887,46060011,283803551,-3635677,0,11201653,95612347,4151747,0,920057,0,9905187,9990892,15938906,0,0,56912328,23741492,19273033,29365999,0,6376710,61473347,0,433196,0,0,0,0,0,0,54665597,6617932,43276894,0,0,0,0,22338472,14494528,53386763,9619474,65481880,23970396,2957239,1465504,22918249,51789068,1133189,7053899,2288039,0,25342197,70968025,0,4291953,2454564,61858,0,77776400,79175751,0,0,-1399351,77776400,4906303,210414530,-183498195,0,25398554,28072339,23780386,0,0,0,0,0,0,42391335,703,334,1255204,236213,1491417,179,0,55255,329233,482394,36003,166159,157663,0,0,10750,17747,644459,64747,248648,0,145517,49196,102637,0,779020,76412,298273,0,163051,57883,116778,0
106331326,SAN GORGONIO MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Riverside,12,1107,District,General,Comparable,Rural,951-845-1121,600 N. HIGHLIAND SPRINGS AVE,BANNING,92220,STEVEN BARRON,CEO,WWW.SGMH.ORG,SAN GORGONIO MEMORIAL HEALTHCARE DISTRICT,JUDY BAIN,"WIPFLI, LLP",,05-0054,HSC00054F,,79,79,30,1643,3184,703,2401,0,1010,541,77,130,9689,407,782,175,611,0,260,137,20,34,2426,79,0,0,0,0,0,9689,0,0,0,0,0,2426,0,0,0,0,0,33.6,33.6,4,4,6,317,179,3357,11860,2728,16669,0,4431,5590,0,2482,47117,39352,0,0,6369,0,2,46903,48440,436,922,125,54,450460528,377858747,0,72601781,2824184,94341425,-18915460,12697123,3439882,0,0,-9658219,48743046,121830755,279886727,33424245,67909955,13679533,48364301,0,20050450,11374684,1643365,2764923,199211456,21020573,66848444,11920516,83359900,0,23819486,32207003,0,12073150,251249072,45006290,114051271,21850922,123228580,-11537242,0,36479294,34589427,12546840,0,1643365,0,0,0,0,0,0,9438528,20707128,5486791,18295199,0,7390642,8992260,0,2291233,0,0,72889,376538,12205535,0,13377212,11279358,28420890,0,0,0,601224,16625905,2253930,10210933,11571973,40811635,9967192,3168538,3401118,11852995,10329403,5667801,479639,1353082,4736125,2573897,23514397,12859222,75173509,1694008,0,605217,113846353,39379684,0,108190547,-33723878,113846353,9995092,77594809,-68847816,130453796,30025301,164419667,89246158,0,0,104614976,111716365,3525818,0,0,497,158,976457,68934,1045391,163,5,91643,260481,259987,31713,27910,148324,130977,12784,9140,3498,202608,145936,269707,0,193115,63986,101105,0,219564,154681,288411,0,206623,67348,108764,0
106394003,SAN JOAQUIN - PHF,7/1/2021,6/30/2022,365,Audited,Excl. Ind. Audit Adj.,San Joaquin,6,507,City/County,Psychiatric,PHF,,209-468-8750,1212 N. CALIFORNIA STREET,STOCKTON,95202,TONY VARTAN,DIRECTOR,,COUNTY OF SAN JOAQUIN,KIM HOUTH,SAN JOAQUIN COUNTY BEHAVIORAL HEALTH SERVICES,,,,,16,16,16,0,0,0,0,0,5654,0,0,0,5654,0,0,0,0,0,331,0,0,0,331,0,16,0,0,0,0,0,5654,0,0,0,0,0,331,0,0,0,0,96.8,96.8,17.1,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7824807,47500,0,7777307,0,7824807,-47500,0,0,0,0,-47500,7824807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106391010,SAN JOAQUIN GENERAL HOSPITAL,7/1/2021,6/30/2022,365,Audited,Excl. Ind. Audit Adj.,San Joaquin,6,507,City/County,General,Comparable,Teaching,209-468-6000,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,RICHARD CASTRO,CEO,SANJOAQUINGENERAL.ORG,COUNTY OF SAN JOAQUIN,ROBERT STEELE,"TOYON ASSOCIATES, INC.",2,05-0167,HSC00167F,ZZR00167F,196,196,161,14038,0,14656,16460,178,12960,0,3,401,58696,2227,0,2103,3803,31,2117,0,1,212,10494,196,0,0,0,0,0,58696,0,0,0,0,0,10494,0,0,0,0,0,82,82,5.6,5.6,16,2388,1395,27471,0,15179,57123,87,17398,0,3,4587,121848,47992,57385,0,7921,0,8,301212,158619,3254,3253,1180,433,2121795130,1647897746,0,473897384,16921413,457053377,33765420,35966859,29540,0,0,69702739,745671225,316783029,1059340876,340475472,0,323472449,396893289,4506510,331082348,0,69529,10311072,1406810669,130572095,0,103111693,326641125,694671,122705820,0,11111,31247946,714984461,367195414,0,336145240,559965146,0,5201182,265858629,0,77299706,0,7530000,0,28702429,0,0,0,0,60692093,0,87864806,159316763,-1,163809879,0,1185,2212659,0,0,0,134337,0,21548888,115700750,60301618,146417485,0,0,0,6395688,67455984,19362276,32414905,9004671,156602937,76940423,20044934,91785565,59156355,24742942,11505267,3310837,1504272,0,11459845,316163951,115802660,105077346,3119512,56675876,0,596839345,139064482,333081523,0,124693340,596839345,79951145,510088989,-429384788,135097453,87901904,226346022,121268676,0,0,0,0,0,0,0,1793,676,3663208,501632,4164840,212,70,271205,878861,906686,58129,110276,322847,378454,301946,330962,103842,1049321,529348,797127,158816,637407,195488,295701,0,1211478,599954,906483,170537,711714,225590,339084,0
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Fresno,9,605,Investor,Specialty,Comparable,,916-323-7685,7073 N SHARON AVENUE,FRESNO,93720,MARY JACOBSON,CEO,WWW.SANJOAQUINREHAB.COM,"VIBRA HEALTHCARE, LLC",KIMBERLY ROSSEY,"VIBRA HEALTHCARE, LLC",,05-3032,HSC33032F,,62,50,50,10522,1534,549,1813,0,0,3154,0,12,17584,802,121,38,142,0,0,254,0,1,1358,0,0,0,62,0,0,0,0,0,17584,0,0,0,0,0,1358,0,0,77.7,96.4,12.9,12.9,0,0,0,16053,1941,0,4539,0,0,9928,0,0,32461,0,32461,0,0,0,0,0,0,0,0,0,0,87421606,48999159,0,38422447,1527258,39032303,917402,0,0,0,0,917402,42472142,12974637,31974827,44984285,6369042,2214988,7763407,0,0,13057260,0,57987,74446969,6110258,782740,0,1898452,0,0,4183187,0,0,12974637,27743438,3944536,1438268,6037322,0,0,0,9803116,32479,0,0,0,0,0,0,0,0,23351105,3207246,776720,3624537,0,0,7437331,0,25508,0,0,0,0,0,0,10292325,3828152,5897605,0,0,0,0,4157821,548559,4284316,10023525,18538032,3624032,0,0,1469452,5063722,175884,9230759,234891,11,695520,7524220,0,892351,0,677579,2926609,12020759,7855995,0,9266194,-5101430,12020759,0,6557753,-1602407,939117,2366393,3341744,2449393,0,0,0,9506720,240526,696503,0,270,109,529815,31350,561165,9,0,48848,176648,130963,42820,52248,15487,62801,0,0,0,245692,64526,83017,0,84909,14261,37410,0,258897,69023,88108,0,90276,15261,39600,0
106434032,SAN JOSE BEHAVIORAL HEALTH,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Santa Clara,7,431,Investor,Psychiatric,Comparable,,669-900-1731,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,SEAN PETERSON,CEO,WWW.SANJOSEBH.COM,"SJBH, LLC",JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,,05-4154,,,80,80,77,3343,1651,2697,8648,0,147,11043,2,16,27547,375,185,303,970,0,17,1238,1,2,3091,0,80,0,0,0,0,0,27547,0,0,0,0,0,3091,0,0,0,0,94.3,94.3,8.9,8.9,0,0,0,369,129,0,0,0,225,3352,30,32,4137,0,0,0,0,0,0,0,0,0,0,0,0,84582555,38694011,0,45888544,0,35073681,10814863,375,0,0,0,10815238,80112665,4469890,0,9720740,4802805,7842555,25148865,0,428460,32117130,5790,46320,80112665,399125,139200,0,0,0,242665,3622200,31900,34800,4469890,5591584,2404904,4979249,10228922,0,0,192763,13423814,722231,0,26503,0,1124041,0,0,0,0,4528281,2537101,2863306,14919943,0,456061,20544384,4609,34859,0,0,0,0,0,0,17483071,740329,0,0,0,0,0,4629254,2186859,8568388,1465780,13953722,4055768,5774364,3690408,948209,1496390,1460512,128761,219201,0,3346346,8803372,0,25432348,22107163,0,0,56342883,6100858,0,10806581,39435444,56342883,4002,11882757,-3274574,31001326,2000399,33457348,8025000,0,11114226,0,11114226,307645,0,687908,152,53,283961,32203,316164,37,0,58535,4602,102111,8435,0,87065,21057,2156,0,0,143330,9945,0,0,56560,37298,36828,0,161983,11239,0,0,61280,41141,40521,0
106404046,SAN LUIS OBISPO COUNTY - PHF,7/1/2021,6/30/2022,365,In Process,Excl. Ind. Audit Adj.,San Luis Obispo,8,801,City/County,Psychiatric,PHF,,805-781-4700,2178 JOHNSON AVENUE,SAN LUIS OBISPO,93401,ANNE ROBIN LMFT,BEHAVIORAL HEALTH AD,,COUNTY OF SAN LUIS OBISPO,ALAN STEDNITZ,SAN LUIS OBISPO COUNTY BEHAVIORAL SERVICES MENTAL HEALTH SERVICES,,,,HSD00004F,16,16,9,0,0,0,0,1080,1175,26,0,0,2281,0,0,0,0,20,298,4,0,0,322,0,16,0,0,0,0,0,2281,0,0,0,0,0,322,0,0,0,0,39.1,39.1,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724472,808167,0,1916305,0,6269697,-4353392,4353392,0,0,0,0,2704561,0,19911,0,0,0,0,1289973,1403444,31055,0,0,2724472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56145,0,0,0,864312,0,0,0,0,0,0,0,0,0,0,0,0,548659,1352118,15528,0,0,0,0,0,0,0,4353392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106410782,SAN MATEO MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,San Mateo,4,427,City/County,General,Comparable,,650-573-2711,222 W. 39TH AVENUE,SAN MATEO,94403,"CHESTER KUNNAPPILLY, MD",CEO,,COUNTY OF SAN MATEO,MARTIN ROGERS,SAN MATEO MEDICAL CENTER,,05-0113,HSC00113F,ZZR00113F,448,447,271,6247,4577,16581,67487,383,2200,0,130,516,98121,385,403,766,826,69,83,0,31,72,2635,69,34,0,0,345,0,11924,4704,0,0,81493,0,2188,144,0,0,303,0,60,60.1,37.2,7.1,0,0,0,18614,25803,45196,156373,59534,2432,0,2570,12876,323398,37623,285676,0,3,0,3,56686,134187,622,2000,0,0,550762194,149587247,9291806,410466753,20176351,392079714,38563390,119661931,0,0,0,158225321,144389636,192255539,214117019,31414788,23039255,55438518,78422699,3541100,3845351,0,845433,1460466,198007610,22534375,27304923,55074171,152281757,62165722,9636636,0,1938821,21818179,352754584,34174448,28950018,59085666,71160407,-141906960,66105571,6700702,0,3810313,0,5026547,0,16480535,0,9291806,0,0,19190256,21332950,107046576,252402867,-419451,6488642,0,1,4424912,90071603,0,232862,0,0,115943177,81209053,114925591,61550949,0,0,3411237,384285,44272035,13465053,60590221,12271290,106426371,75100239,29286563,21970553,35586205,64379574,3708021,11101125,874441,0,43646622,310550309,0,31998233,8046631,21420335,0,372015508,231034741,68042803,0,72937964,372015508,80239433,104984042,-79600289,22062799,44982314,67885904,35887671,0,0,0,0,0,508204,1372366,1099,355,2109791,400500,2510291,353,5,151515,345921,382122,31496,238135,487581,79864,168738,86692,137727,284859,888006,245190,11507,256363,123659,300207,0,336984,1079364,291871,13422,312316,145360,330974,0
106074017,SAN RAMON REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Contra Costa,5,411,Investor,General,Comparable,,925-275-9200,6001 NORRIS CANYON ROAD,SAN RAMON,94583,ANN LUCENA,CEO,WWW.SANRAMONMEDCTR.COM,TENET HEALTHCARE CORPORATION,MARIBEL SOLLER,TENET HEALTHSYSTEM MEDICAL INC.,,05-0689,HSC30689F,,123,116,53,6082,3140,500,1178,0,97,4809,27,272,16105,1288,667,80,237,0,91,1389,4,21,3777,123,0,0,0,0,0,16105,0,0,0,0,0,3777,0,0,0,0,0,35.9,38,4.3,4.3,10,668,317,13659,3438,377,2779,0,1283,23355,12,1044,45947,17245,0,0,27419,0,8,268515,462038,1064,3448,193,135,1208570054,1025342222,0,183227832,-1551325,162010254,19666253,1131609,12051808,0,0,8746054,214198197,142955644,851416213,258073917,122066714,17205486,46682343,0,20426722,221474737,1034791,3740482,690705192,149137826,47205873,5066963,37409527,0,24743090,245234818,164485,8902280,517864862,370801321,146709897,20253443,79495391,0,0,38167133,353053984,3810853,0,1283610,0,11766590,0,0,0,0,36410422,22562690,1934672,4596479,0,6730197,110993372,0,0,0,0,0,0,0,0,30113423,10382461,56188276,0,0,0,0,27065433,12928546,20081301,5250814,58567074,21989853,6457389,5565356,21970994,26764722,6974267,874474,851966,17873,11976286,242716685,0,65392268,130362,41021,8171506,316451842,36068490,63375,0,280319977,316451842,1280,82088294,-52933950,90075509,59117225,161568843,96176575,0,0,0,0,0,207297552,0,452,183,859849,108457,968306,573,0,99814,189561,300003,181,57380,95968,86501,1864,23841,4736,272988,54131,266049,0,177249,20388,69044,0,302351,59806,303714,0,201711,22546,78178,0
106420514,SANTA BARBARA COTTAGE HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Santa Barbara,10,807,Non-Profit,General,Comparable,Teaching,805-682-7111,400 W. PUEBLO,SANTA BARBARA,93105,RONALD C. WERFT,PRESIDENT,COTTAGEHEALTH.ORG,SANTA BARBARA COTTAGE HOSPITAL,SCOTT BESLER,"TOYON ASSOCIATES, INC.",1,05-0396,1477554152,ZZT30396F,519,401,259,39199,6662,6034,13944,0,710,24240,0,573,91362,6746,1212,1032,2671,0,132,5080,0,171,17044,461,20,0,38,0,0,78389,4237,0,8736,0,0,15644,803,0,597,0,0,48.2,62.4,5.4,5.4,34,4413,1877,42302,5307,4663,22729,0,2561,43240,0,3195,123997,45416,15653,0,61269,0,21,649749,474598,4317,5825,1475,694,2292579002,1520556307,0,772022695,23931250,793162920,2791025,104060919,3268958,0,0,103582986,661164741,129174194,1502240067,763252085,124007770,95558778,255976869,0,17176786,413120024,0,6234553,1675326865,266230744,32661972,17330557,85402672,0,14664014,187337396,0,13624782,617252137,821932065,127125286,73712882,269220670,0,0,16806386,160684558,15007448,0,16157390,0,19909622,0,0,0,0,202943066,27363321,37455903,67528174,0,13993646,421543938,0,1194647,0,0,2400000,99398721,0,0,120784999,51754742,229318920,0,0,3127370,11659724,158061025,23883025,137278672,57294443,211931845,70607950,35996285,12549540,118048206,225726438,39524405,3458916,2315289,16673791,56330255,1332343114,0,682262091,15885433,104359583,0,2134850221,168947512,15164479,487100806,1463637424,2134850221,55835399,197013573,-96893534,903716492,204045495,1130662000,448399909,0,0,496532172,497407051,10306245,231684252,26261607,2198,907,4301257,413730,4714987,480,70,327235,934372,1317832,65424,420988,280233,579873,232709,82444,60147,1311823,444035,897833,214817,918989,0,513760,0,1434732,485542,997779,237891,996678,0,562365,0
